program_slug,program_name,name,number,rubric,requirement,component
fine-arts-ba,Fine Arts BA,Advanced Computer Graphics,3305,ART,Component,Major Requirements
fine-arts-ba,Fine Arts BA,Cultural Criticism,3310,HUM,Component,Major Requirements
fine-arts-ba,Fine Arts BA,Arts Administration,3325,HUM,Component,Major Requirements
fine-arts-ba,Fine Arts BA,Field Experience in Humanities,4380,HUM,Component,Major Requirements
fine-arts-ba,Fine Arts BA,Principles of Management and Organization Behavior,3301,MGT,Component,Major Requirements
fine-arts-ba,Fine Arts BA,Principles of Marketing,3301,MKT,Component,Major Requirements
fine-arts-ba,Fine Arts BA,Business and Technical Report Writing,3302,ENG,3 Hours in Writing:,Major Requirements
fine-arts-ba,Fine Arts BA,Proposal Writing,3326,ENG,3 Hours in Writing:,Major Requirements
fine-arts-ba,Fine Arts BA,Writing for the Media,3333,ENG,3 Hours in Writing:,Major Requirements
fine-arts-ba,Fine Arts BA,Writing for Presentation,3334,ENG,3 Hours in Writing:,Major Requirements
fine-arts-ba,Fine Arts BA,Writing for the Web,3336,ENG,3 Hours in Writing:,Major Requirements
fine-arts-ba,Fine Arts BA,Organizational Publications,3342,ENG,3 Hours in Writing:,Major Requirements
fine-arts-ba,Fine Arts BA,Public Relations Writing,3371,ENG,3 Hours in Writing:,Major Requirements
fine-arts-ba,Fine Arts BA,Advanced Media Studies,3311,COMM,3 Hours in Writing:,Major Requirements
fine-arts-ba,Fine Arts BA,Advanced Presentation Concepts,3312,COMM,3 Hours in Writing:,Major Requirements
fine-arts-ba,Fine Arts BA,Senior Portfolio,4098,HUM,Portfolio Requirement,Major Requirements
general-business-bba,General Business BBA,Finite Mathematics with Applications,1305,MATH,Lower Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Fundamentals of Calculus with Applications,1306,MATH,Lower Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Financial Accounting,2301,ACC,Lower Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Managerial Accounting,2302,ACC,Lower Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Principles of Economics I,2301,ECO,Lower Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Principles of Economics II,2302,ECO,Lower Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Business Cornerstone,3300,BA,Upper Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Legal Environment of Business,3301,BA,Upper Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Principles of Marketing,3301,MKT,Upper Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Principles of Management and Organization Behavior,3301,MGT,Upper Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Business Communication,3350,BA,Upper Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Management of Information Systems,3302,MIS,Upper Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Statistical Analysis for Business Applications I,3309,STAT,Upper Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Business Finance,3302,FIN,Upper Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Operations and Supply Chain Management,3332,MGT,Upper Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Business Strategy,4302,BA,Upper Level,Business Core Requirements (45-48 hours)
general-business-bba,General Business BBA,Commercial Law,3302,BA,General Business Major Requirements (27 hours),General Business Major Requirements (27 hours)
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Physical Geology,1305,GEOL,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Physical Geology Laboratory,1105,GEOL,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Historical Geology,1306,GEOL,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Historical Geology Laboratory,1106,GEOL,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,General Chemistry I,1307,CHEM,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,General Chemistry Laboratory I,1107,CHEM,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,General Chemistry II,1308,CHEM,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,General Chemistry Laboratory II,1108,CHEM,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,General Physics I,1307,PHYS,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,General Physics Laboratory I,1107,PHYS,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Physics I,2401,PHYS,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Physics Laboratory I,2101,PHYS,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,General Physics II,1308,PHYS,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,General Physics Laboratory II,1108,PHYS,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Physics II,2402,PHYS,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Physics Laboratory II,2102,PHYS,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Introduction to Computer Science with Visual Basic,1408,CS,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,CS I-Introduction to Computer Science with C++,1410,CS,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Calculus I,2401,MATH,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Calculus I for the Natural Sciences,2411,MATH,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Calculus II,2402,MATH,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Calculus II for the Natural Sciences,2412,MATH,Mathematics and Science (36-38 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Mineralogy,3310,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Mineralogy Laboratory,3110,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Paleontology,3411,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Structural Geology,3312,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Structural Geology Laboratory,3112,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Petrology,3305,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Petrology Laboratory,3105,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Sedimentology and Stratigraphy,3302,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Sedimentology and Stratigraphy Laboratory,3102,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Geologic Field Methods,4303,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Field Geology,4304,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Plate Tectonics,4305,GEOL,Geology Core Courses (32 hours),Major Requirements
geosciences-environmental-geology-concentration-bs,Geosciences Environmental Geology Concentration BS,Statistical Analysis for Natural Science,3311,STAT,Geology Core Courses (32 hours),Major Requirements
