degree name,course id,course name,component area,guidance,component guidance,requirement area
Mathematical Science B.A.,MATH 4346,Probability for Actuarial Exam P1 Credit Hours: 3,Elective Requirements 9 Hours,"Required minimum for all Major Electives is ""C-"".",Three upper level MATH/STAT classes which must be selected from the following list:,Major Elective Requirements 9 hours
Literature B.A. with English Language Arts and Reading 4-8 Certification,EDUC 4310,Theories of Educational Psychology Credit Hours: 3,College of Education Core Requirements 18 hours,,"Grade of ""B-"" or better is required.",Core Requirements
Literature B.A. with English Language Arts and Reading 4-8 Certification,INST 3313,Survey of Instructional Technologies Credit Hours: 3,College of Education Core Requirements 18 hours,,"Grade of ""B-"" or better is required.",Core Requirements
Literature B.A. with English Language Arts and Reading 4-8 Certification,SILC 4315,Theories of American Pluralism Credit Hours: 3,College of Education Core Requirements 18 hours,,"Grade of ""B-"" or better is required.",Core Requirements
Literature B.A. with English Language Arts and Reading 4-8 Certification,SPED 2301,Introduction to Special Populations Credit Hours: 3,College of Education Core Requirements 18 hours,,"Grade of ""B-"" or better is required.",Core Requirements
Literature B.A. with English Language Arts and Reading 4-8 Certification,SPED 4300,Survey of Exceptionalities Credit Hours: 3,College of Education Core Requirements 18 hours,,"Grade of ""B-"" or better is required.",Core Requirements
Pre-Engineering,PHYS 2325,University Physics I Credit Hours: 3,Specialization in Industrial Engineering Requirements,Students who do not transfer to UH-Central will have an option to transfer to other universities pending,Students may take either CSCI 1370 or CSCI 1320.,Semester 2 17 credits
Pre-Engineering,PHYS 2125,Laboratory for University Physics I Credit Hours: 1,Specialization in Industrial Engineering Requirements,Students who do not transfer to UH-Central will have an option to transfer to other universities pending,Students may take either CSCI 1370 or CSCI 1320.,Semester 2 17 credits
Pre-Engineering,MATH 2414,Calculus II,Specialization in Industrial Engineering Requirements,Students who do not transfer to UH-Central will have an option to transfer to other universities pending,Students may take either CSCI 1370 or CSCI 1320.,Semester 2 17 credits
Pre-Engineering,POLS 2305,Federal Government Credit Hours: 3,Specialization in Industrial Engineering Requirements,Students who do not transfer to UH-Central will have an option to transfer to other universities pending,Students may take either CSCI 1370 or CSCI 1320.,Semester 3 16 credits
Sociology B.S.,SOCI 3312,Criminology Credit Hours: 3,Major Requirements 54 hours,Sociology students are encouraged to structure their plans of study to reflect concentrations within the discipline. The concentrations below have been developed by the Sociology faculty to help students design degree plans that reflect their career and/or graduate education goals.,"Must complete THREE of the following courses with grades of ""C"" or higher:",Criminology Concentration
Sociology B.S.,SOCI 3335,Deviance Credit Hours: 3,Major Requirements 54 hours,Sociology students are encouraged to structure their plans of study to reflect concentrations within the discipline. The concentrations below have been developed by the Sociology faculty to help students design degree plans that reflect their career and/or graduate education goals.,"Must complete THREE of the following courses with grades of ""C"" or higher:",Criminology Concentration
Sociology B.S.,SOCI 3351,Political Sociology Credit Hours: 3,Major Requirements 54 hours,Sociology students are encouraged to structure their plans of study to reflect concentrations within the discipline. The concentrations below have been developed by the Sociology faculty to help students design degree plans that reflect their career and/or graduate education goals.,"Must complete THREE of the following courses with grades of ""C"" or higher:",Criminology Concentration
Sociology B.S.,SOCI 4332,Sociology of Law Credit Hours: 3,Major Requirements 54 hours,Sociology students are encouraged to structure their plans of study to reflect concentrations within the discipline. The concentrations below have been developed by the Sociology faculty to help students design degree plans that reflect their career and/or graduate education goals.,"Must complete THREE of the following courses with grades of ""C"" or higher:",Criminology Concentration
Literature B.A. with English Language Arts and Reading 7-12 Certification,LITR 3301,Literary Studies: Genres and Critical Perspectives Credit Hours: 3,Major Requirements 46 hours,,Choose TWO 3300/4300 LITR level courses. These courses may not satisfy any other degree requirements.,Additional Courses
Literature B.A. with English Language Arts and Reading 7-12 Certification,LITR 3302,Principles of Composition Credit Hours: 3,Major Requirements 46 hours,,Choose TWO 3300/4300 LITR level courses. These courses may not satisfy any other degree requirements.,Additional Courses
Literature B.A. with English Language Arts and Reading 7-12 Certification,LITR 3361,Shakespeare Credit Hours: 3,Major Requirements 46 hours,,Choose TWO 3300/4300 LITR level courses. These courses may not satisfy any other degree requirements.,Additional Courses
Literature B.A. with English Language Arts and Reading 7-12 Certification,LLLS 4313,Corrective and Remedial Reading Credit Hours: 3,Major Requirements 46 hours,,Choose TWO 3300/4300 LITR level courses. These courses may not satisfy any other degree requirements.,Additional Courses
Mathematical Science B.A. with Mathematics 7-12 Certification,TCED 4363,Methods in Secondary Mathematics Credit Hours: 3,PedagogyRequirements 15 Hours,as well as the UHCL Hotline 281-283-2221.,"Choose oneNatural Science Elective, in addition to the University Core science 3 hours from: ASTR, BIOL, CHEM, ENSC, GEOL or PHYS",Pedagogy Requirements
Mathematical Science B.A. with Mathematics 7-12 Certification,TCED 4378,Pre-Service Internship I Credit Hours: 3,PedagogyRequirements 15 Hours,as well as the UHCL Hotline 281-283-2221.,"Choose oneNatural Science Elective, in addition to the University Core science 3 hours from: ASTR, BIOL, CHEM, ENSC, GEOL or PHYS",Pedagogy Requirements
Mathematical Science B.A. with Mathematics 7-12 Certification,TCED 4978,Pre-Service Internship II/Student Teaching Credit Hours: 9,PedagogyRequirements 15 Hours,as well as the UHCL Hotline 281-283-2221.,"Choose oneNatural Science Elective, in addition to the University Core science 3 hours from: ASTR, BIOL, CHEM, ENSC, GEOL or PHYS",Pedagogy Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 and Bilingual Supplemental Certification,SILC 4351,Development of Biliteracy Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose TWO Natural Science courses in addition to the University Core,MajorRequirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 and Bilingual Supplemental Certification,TCED 4100,Core Subjects Teacher Seminar Credit Hours: 1,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose TWO Natural Science courses in addition to the University Core,MajorRequirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 and Bilingual Supplemental Certification,TCED 4303,Creating Positive Learning Environments in EC-6 Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose TWO Natural Science courses in addition to the University Core,MajorRequirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 and Bilingual Supplemental Certification,WRIT 3304,Writing for Education Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose TWO Natural Science courses in addition to the University Core,Choose onefrom the following list:
Interdisciplinary Studies B.S. with Core Subjects EC-6 and Bilingual Supplemental Certification,WRIT 3307,Advanced Writing Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose TWO Natural Science courses in addition to the University Core,Choose onefrom the following list:
Interdisciplinary Studies B.S. with Core Subjects EC-6 and ESL Supplemental Certifications,SILC 4313,Language Learning Credit Hours: 3,Major Requirements,,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 and ESL Supplemental Certifications,TCED 4100,Core Subjects Teacher Seminar Credit Hours: 1,Major Requirements,,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 and ESL Supplemental Certifications,TCED 4303,Creating Positive Learning Environments in EC-6 Credit Hours: 3,Major Requirements,,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 and ESL Supplemental Certifications,WRIT 3304,Writing for Education Credit Hours: 3,Major Requirements,,Choose twoNatural Science courses in addition to the University Core,Choose one from the following list:
Interdisciplinary Studies B.S. with Core Subjects EC-6 and ESL Supplemental Certifications,WRIT 3307,Advanced Writing Credit Hours: 3,Major Requirements,,Choose twoNatural Science courses in addition to the University Core,Choose one from the following list:
Interdisciplinary Studies B.S. with Core Subjects EC-6 and Special Education EC-12 Certification,SPED 4332,Early Childhood Special Education Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,,Major Requirements
